###############################################################################################
#  The following is a listing of the event catalog processing status for year 1976
#  Historically, SCSN analysts have made an effort to review every event in    
#  our catalog. With the growth of the network and catalog, however, complete  
#  review has become more difficult with our limited staff. This is            
#  particularly true of the 2019 Ridgecrest sequence, which remains largely    
#  unreviewed below M2.5.
#  Below we provide information about the review status of the SCSN local event
#  catalog. We hope our catalog users will find this additional context useful.
#  Finalized events have undergone full review and analysis and are unlikely to
#  change. Subnet triggers are collections of phase picks that the real-time   
#  system could not associate into an event. Some of the triggers may be events
#  that are later added to the catalog, although most are just noise. Lastly,  
#  events are sometimes added to the catalog as part of the review process, so 
#  the total number of events can increase. 
# 
#  catalog_date:       The day in UTC time which events occurred. 
#  pct_complete:       Finalized events/(finalized + unreviewed + partial reviewed events) as % 
#                        NaN in this column means there were no events in this day.
#  unreviewed:         Number of real time detected events that have not gone through any review
#  incomplete:         Number of events that have gone through partial review
#  subtrig_cnt:        Number of subnet triggers 
#  max_unreviewed_mag: Highest magnitude of unreviewed event on this day in the catalog
#                        NA in this column means there were no unreviewed events in this day
###############################################################################################
#   
#catalog_date, pct_complete, unreviewed, incomplete, subtrig_cnt, max_unreviewed_mag
1976/01/01,100.0,0,0,0,NA
1976/01/02,100.0,0,0,0,NA
1976/01/03,100.0,0,0,0,NA
1976/01/04,100.0,0,0,0,NA
1976/01/05,100.0,0,0,0,NA
1976/01/06,100.0,0,0,0,NA
1976/01/07,100.0,0,0,0,NA
1976/01/08,100.0,0,0,0,NA
1976/01/09,100.0,0,0,0,NA
1976/01/10,100.0,0,0,0,NA
1976/01/11,100.0,0,0,0,NA
1976/01/12,100.0,0,0,0,NA
1976/01/13,100.0,0,0,0,NA
1976/01/14,100.0,0,0,0,NA
1976/01/15,100.0,0,0,0,NA
1976/01/16,100.0,0,0,0,NA
1976/01/17,100.0,0,0,0,NA
1976/01/18,100.0,0,0,0,NA
1976/01/19,100.0,0,0,0,NA
1976/01/20,100.0,0,0,0,NA
1976/01/21,100.0,0,0,0,NA
1976/01/22,100.0,0,0,0,NA
1976/01/23,100.0,0,0,0,NA
1976/01/24,100.0,0,0,0,NA
1976/01/25,100.0,0,0,0,NA
1976/01/26,100.0,0,0,0,NA
1976/01/27,100.0,0,0,0,NA
1976/01/28,100.0,0,0,0,NA
1976/01/29,100.0,0,0,0,NA
1976/01/30,100.0,0,0,0,NA
1976/01/31,NaN,0,0,0,NA
1976/02/01,100.0,0,0,0,NA
1976/02/02,100.0,0,0,0,NA
1976/02/03,100.0,0,0,0,NA
1976/02/04,100.0,0,0,0,NA
1976/02/05,100.0,0,0,0,NA
1976/02/06,100.0,0,0,0,NA
1976/02/07,100.0,0,0,0,NA
1976/02/08,100.0,0,0,0,NA
1976/02/09,100.0,0,0,0,NA
1976/02/10,100.0,0,0,0,NA
1976/02/11,100.0,0,0,0,NA
1976/02/12,100.0,0,0,0,NA
1976/02/13,100.0,0,0,0,NA
1976/02/14,100.0,0,0,0,NA
1976/02/15,100.0,0,0,0,NA
1976/02/16,100.0,0,0,0,NA
1976/02/17,100.0,0,0,0,NA
1976/02/18,100.0,0,0,0,NA
1976/02/19,100.0,0,0,0,NA
1976/02/20,100.0,0,0,0,NA
1976/02/21,100.0,0,0,0,NA
1976/02/22,100.0,0,0,0,NA
1976/02/23,100.0,0,0,0,NA
1976/02/24,100.0,0,0,0,NA
1976/02/25,100.0,0,0,0,NA
1976/02/26,100.0,0,0,0,NA
1976/02/27,100.0,0,0,0,NA
1976/02/28,100.0,0,0,0,NA
1976/02/29,100.0,0,0,0,NA
1976/03/01,100.0,0,0,0,NA
1976/03/02,100.0,0,0,0,NA
1976/03/03,100.0,0,0,0,NA
1976/03/04,100.0,0,0,0,NA
1976/03/05,100.0,0,0,0,NA
1976/03/06,100.0,0,0,0,NA
1976/03/07,100.0,0,0,0,NA
1976/03/08,100.0,0,0,0,NA
1976/03/09,100.0,0,0,0,NA
1976/03/10,100.0,0,0,0,NA
1976/03/11,100.0,0,0,0,NA
1976/03/12,100.0,0,0,0,NA
1976/03/13,100.0,0,0,0,NA
1976/03/14,100.0,0,0,0,NA
1976/03/15,100.0,0,0,0,NA
1976/03/16,100.0,0,0,0,NA
1976/03/17,100.0,0,0,0,NA
1976/03/18,100.0,0,0,0,NA
1976/03/19,100.0,0,0,0,NA
1976/03/20,100.0,0,0,0,NA
1976/03/21,100.0,0,0,0,NA
1976/03/22,100.0,0,0,0,NA
1976/03/23,100.0,0,0,0,NA
1976/03/24,100.0,0,0,0,NA
1976/03/25,100.0,0,0,0,NA
1976/03/26,100.0,0,0,0,NA
1976/03/27,100.0,0,0,0,NA
1976/03/28,100.0,0,0,0,NA
1976/03/29,100.0,0,0,0,NA
1976/03/30,100.0,0,0,0,NA
1976/03/31,100.0,0,0,0,NA
1976/04/01,100.0,0,0,0,NA
1976/04/02,100.0,0,0,0,NA
1976/04/03,100.0,0,0,0,NA
1976/04/04,100.0,0,0,0,NA
1976/04/05,100.0,0,0,0,NA
1976/04/06,100.0,0,0,0,NA
1976/04/07,100.0,0,0,0,NA
1976/04/08,100.0,0,0,0,NA
1976/04/09,100.0,0,0,0,NA
1976/04/10,100.0,0,0,0,NA
1976/04/11,100.0,0,0,0,NA
1976/04/12,100.0,0,0,0,NA
1976/04/13,100.0,0,0,0,NA
1976/04/14,100.0,0,0,0,NA
1976/04/15,100.0,0,0,0,NA
1976/04/16,100.0,0,0,0,NA
1976/04/17,100.0,0,0,0,NA
1976/04/18,100.0,0,0,0,NA
1976/04/19,100.0,0,0,0,NA
1976/04/20,100.0,0,0,0,NA
1976/04/21,100.0,0,0,0,NA
1976/04/22,100.0,0,0,0,NA
1976/04/23,100.0,0,0,0,NA
1976/04/24,100.0,0,0,0,NA
1976/04/25,100.0,0,0,0,NA
1976/04/26,100.0,0,0,0,NA
1976/04/27,100.0,0,0,0,NA
1976/04/28,100.0,0,0,0,NA
1976/04/29,100.0,0,0,0,NA
1976/04/30,100.0,0,0,0,NA
1976/05/01,100.0,0,0,0,NA
1976/05/02,100.0,0,0,0,NA
1976/05/03,100.0,0,0,0,NA
1976/05/04,100.0,0,0,0,NA
1976/05/05,100.0,0,0,0,NA
1976/05/06,100.0,0,0,0,NA
1976/05/07,100.0,0,0,0,NA
1976/05/08,100.0,0,0,0,NA
1976/05/09,100.0,0,0,0,NA
1976/05/10,100.0,0,0,0,NA
1976/05/11,100.0,0,0,0,NA
1976/05/12,100.0,0,0,0,NA
1976/05/13,100.0,0,0,0,NA
1976/05/14,100.0,0,0,0,NA
1976/05/15,100.0,0,0,0,NA
1976/05/16,100.0,0,0,0,NA
1976/05/17,100.0,0,0,0,NA
1976/05/18,100.0,0,0,0,NA
1976/05/19,100.0,0,0,0,NA
1976/05/20,100.0,0,0,0,NA
1976/05/21,100.0,0,0,0,NA
1976/05/22,100.0,0,0,0,NA
1976/05/23,100.0,0,0,0,NA
1976/05/24,100.0,0,0,0,NA
1976/05/25,100.0,0,0,0,NA
1976/05/26,100.0,0,0,0,NA
1976/05/27,100.0,0,0,0,NA
1976/05/28,100.0,0,0,0,NA
1976/05/29,100.0,0,0,0,NA
1976/05/30,100.0,0,0,0,NA
1976/05/31,100.0,0,0,0,NA
1976/06/01,100.0,0,0,0,NA
1976/06/02,100.0,0,0,0,NA
1976/06/03,100.0,0,0,0,NA
1976/06/04,100.0,0,0,0,NA
1976/06/05,100.0,0,0,0,NA
1976/06/06,100.0,0,0,0,NA
1976/06/07,100.0,0,0,0,NA
1976/06/08,100.0,0,0,0,NA
1976/06/09,100.0,0,0,0,NA
1976/06/10,100.0,0,0,0,NA
1976/06/11,100.0,0,0,0,NA
1976/06/12,100.0,0,0,0,NA
1976/06/13,100.0,0,0,0,NA
1976/06/14,100.0,0,0,0,NA
1976/06/15,100.0,0,0,0,NA
1976/06/16,100.0,0,0,0,NA
1976/06/17,100.0,0,0,0,NA
1976/06/18,100.0,0,0,0,NA
1976/06/19,100.0,0,0,0,NA
1976/06/20,100.0,0,0,0,NA
1976/06/21,100.0,0,0,0,NA
1976/06/22,100.0,0,0,0,NA
1976/06/23,100.0,0,0,0,NA
1976/06/24,100.0,0,0,0,NA
1976/06/25,100.0,0,0,0,NA
1976/06/26,100.0,0,0,0,NA
1976/06/27,100.0,0,0,0,NA
1976/06/28,100.0,0,0,0,NA
1976/06/29,100.0,0,0,0,NA
1976/06/30,100.0,0,0,0,NA
1976/07/01,100.0,0,0,0,NA
1976/07/02,100.0,0,0,0,NA
1976/07/03,100.0,0,0,0,NA
1976/07/04,100.0,0,0,0,NA
1976/07/05,100.0,0,0,0,NA
1976/07/06,100.0,0,0,0,NA
1976/07/07,100.0,0,0,0,NA
1976/07/08,100.0,0,0,0,NA
1976/07/09,100.0,0,0,0,NA
1976/07/10,100.0,0,0,0,NA
1976/07/11,100.0,0,0,0,NA
1976/07/12,100.0,0,0,0,NA
1976/07/13,100.0,0,0,0,NA
1976/07/14,100.0,0,0,0,NA
1976/07/15,100.0,0,0,0,NA
1976/07/16,100.0,0,0,0,NA
1976/07/17,100.0,0,0,0,NA
1976/07/18,100.0,0,0,0,NA
1976/07/19,100.0,0,0,0,NA
1976/07/20,100.0,0,0,0,NA
1976/07/21,100.0,0,0,0,NA
1976/07/22,100.0,0,0,0,NA
1976/07/23,100.0,0,0,0,NA
1976/07/24,100.0,0,0,0,NA
1976/07/25,100.0,0,0,0,NA
1976/07/26,100.0,0,0,0,NA
1976/07/27,100.0,0,0,0,NA
1976/07/28,100.0,0,0,0,NA
1976/07/29,100.0,0,0,0,NA
1976/07/30,100.0,0,0,0,NA
1976/07/31,100.0,0,0,0,NA
1976/08/01,100.0,0,0,0,NA
1976/08/02,100.0,0,0,0,NA
1976/08/03,100.0,0,0,0,NA
1976/08/04,100.0,0,0,0,NA
1976/08/05,100.0,0,0,0,NA
1976/08/06,100.0,0,0,0,NA
1976/08/07,100.0,0,0,0,NA
1976/08/08,100.0,0,0,0,NA
1976/08/09,100.0,0,0,0,NA
1976/08/10,100.0,0,0,0,NA
1976/08/11,100.0,0,0,0,NA
1976/08/12,100.0,0,0,0,NA
1976/08/13,100.0,0,0,0,NA
1976/08/14,100.0,0,0,0,NA
1976/08/15,100.0,0,0,0,NA
1976/08/16,100.0,0,0,0,NA
1976/08/17,100.0,0,0,0,NA
1976/08/18,100.0,0,0,0,NA
1976/08/19,100.0,0,0,0,NA
1976/08/20,100.0,0,0,0,NA
1976/08/21,100.0,0,0,0,NA
1976/08/22,100.0,0,0,0,NA
1976/08/23,100.0,0,0,0,NA
1976/08/24,100.0,0,0,0,NA
1976/08/25,100.0,0,0,0,NA
1976/08/26,100.0,0,0,0,NA
1976/08/27,100.0,0,0,0,NA
1976/08/28,100.0,0,0,0,NA
1976/08/29,100.0,0,0,0,NA
1976/08/30,100.0,0,0,0,NA
1976/08/31,100.0,0,0,0,NA
1976/09/01,100.0,0,0,0,NA
1976/09/02,100.0,0,0,0,NA
1976/09/03,100.0,0,0,0,NA
1976/09/04,100.0,0,0,0,NA
1976/09/05,100.0,0,0,0,NA
1976/09/06,100.0,0,0,0,NA
1976/09/07,100.0,0,0,0,NA
1976/09/08,100.0,0,0,0,NA
1976/09/09,100.0,0,0,0,NA
1976/09/10,100.0,0,0,0,NA
1976/09/11,100.0,0,0,0,NA
1976/09/12,100.0,0,0,0,NA
1976/09/13,100.0,0,0,0,NA
1976/09/14,100.0,0,0,0,NA
1976/09/15,100.0,0,0,0,NA
1976/09/16,100.0,0,0,0,NA
1976/09/17,100.0,0,0,0,NA
1976/09/18,100.0,0,0,0,NA
1976/09/19,100.0,0,0,0,NA
1976/09/20,100.0,0,0,0,NA
1976/09/21,100.0,0,0,0,NA
1976/09/22,100.0,0,0,0,NA
1976/09/23,100.0,0,0,0,NA
1976/09/24,100.0,0,0,0,NA
1976/09/25,100.0,0,0,0,NA
1976/09/26,100.0,0,0,0,NA
1976/09/27,100.0,0,0,0,NA
1976/09/28,100.0,0,0,0,NA
1976/09/29,100.0,0,0,0,NA
1976/09/30,100.0,0,0,0,NA
1976/10/01,100.0,0,0,0,NA
1976/10/02,100.0,0,0,0,NA
1976/10/03,100.0,0,0,0,NA
1976/10/04,100.0,0,0,0,NA
1976/10/05,100.0,0,0,0,NA
1976/10/06,100.0,0,0,0,NA
1976/10/07,100.0,0,0,0,NA
1976/10/08,100.0,0,0,0,NA
1976/10/09,100.0,0,0,0,NA
1976/10/10,100.0,0,0,0,NA
1976/10/11,100.0,0,0,0,NA
1976/10/12,100.0,0,0,0,NA
1976/10/13,100.0,0,0,0,NA
1976/10/14,100.0,0,0,0,NA
1976/10/15,100.0,0,0,0,NA
1976/10/16,100.0,0,0,0,NA
1976/10/17,100.0,0,0,0,NA
1976/10/18,100.0,0,0,0,NA
1976/10/19,100.0,0,0,0,NA
1976/10/20,100.0,0,0,0,NA
1976/10/21,100.0,0,0,0,NA
1976/10/22,100.0,0,0,0,NA
1976/10/23,100.0,0,0,0,NA
1976/10/24,100.0,0,0,0,NA
1976/10/25,100.0,0,0,0,NA
1976/10/26,100.0,0,0,0,NA
1976/10/27,100.0,0,0,0,NA
1976/10/28,100.0,0,0,0,NA
1976/10/29,100.0,0,0,0,NA
1976/10/30,100.0,0,0,0,NA
1976/10/31,100.0,0,0,0,NA
1976/11/01,100.0,0,0,0,NA
1976/11/02,100.0,0,0,0,NA
1976/11/03,100.0,0,0,0,NA
1976/11/04,100.0,0,0,0,NA
1976/11/05,100.0,0,0,0,NA
1976/11/06,100.0,0,0,0,NA
1976/11/07,100.0,0,0,0,NA
1976/11/08,100.0,0,0,0,NA
1976/11/09,100.0,0,0,0,NA
1976/11/10,100.0,0,0,0,NA
1976/11/11,100.0,0,0,0,NA
1976/11/12,100.0,0,0,0,NA
1976/11/13,100.0,0,0,0,NA
1976/11/14,100.0,0,0,0,NA
1976/11/15,100.0,0,0,0,NA
1976/11/16,100.0,0,0,0,NA
1976/11/17,100.0,0,0,0,NA
1976/11/18,100.0,0,0,0,NA
1976/11/19,100.0,0,0,0,NA
1976/11/20,100.0,0,0,0,NA
1976/11/21,100.0,0,0,0,NA
1976/11/22,100.0,0,0,0,NA
1976/11/23,100.0,0,0,0,NA
1976/11/24,100.0,0,0,0,NA
1976/11/25,100.0,0,0,0,NA
1976/11/26,100.0,0,0,0,NA
1976/11/27,100.0,0,0,0,NA
1976/11/28,100.0,0,0,0,NA
1976/11/29,100.0,0,0,0,NA
1976/11/30,100.0,0,0,0,NA
1976/12/01,100.0,0,0,0,NA
1976/12/02,100.0,0,0,0,NA
1976/12/03,100.0,0,0,0,NA
1976/12/04,100.0,0,0,0,NA
1976/12/05,100.0,0,0,0,NA
1976/12/06,100.0,0,0,0,NA
1976/12/07,100.0,0,0,0,NA
1976/12/08,100.0,0,0,0,NA
1976/12/09,100.0,0,0,0,NA
1976/12/10,100.0,0,0,0,NA
1976/12/11,100.0,0,0,0,NA
1976/12/12,100.0,0,0,0,NA
1976/12/13,100.0,0,0,0,NA
1976/12/14,100.0,0,0,0,NA
1976/12/15,100.0,0,0,0,NA
1976/12/16,100.0,0,0,0,NA
1976/12/17,100.0,0,0,0,NA
1976/12/18,100.0,0,0,0,NA
1976/12/19,100.0,0,0,0,NA
1976/12/20,100.0,0,0,0,NA
1976/12/21,100.0,0,0,0,NA
1976/12/22,100.0,0,0,0,NA
1976/12/23,100.0,0,0,0,NA
1976/12/24,100.0,0,0,0,NA
1976/12/25,100.0,0,0,0,NA
1976/12/26,100.0,0,0,0,NA
1976/12/27,100.0,0,0,0,NA
1976/12/28,100.0,0,0,0,NA
1976/12/29,100.0,0,0,0,NA
1976/12/30,100.0,0,0,0,NA
1976/12/31,100.0,0,0,0,NA
